Serial Number,Tweets,Subjectivity,Polarity,Analysis
919,Just seeing this after rage tweeting about my pregnant patient refused a CovidVaccine . ,0.5,0.3333333333333333,Positive
920,"💉 If you're lucky enough to get your covidvaccine, experts advise you take painkillers after but NOT before. Why?… ",0.6666666666666667,0.16666666666666666,Positive
921,You can't catch COVID-19 from the COVIDVaccine but it's possible to have the virus and not show symptoms until aft… ,1.0,0.0,Neutral
922,Thanks to  for compiling this list of sign-ups and information websites for the CovidVaccine so that we in… ,0.2,0.2,Positive
923,"From our Collection: Half Doll Figurine

c. 1925

This would have been with a pin cushion.

thursdayvibes… ",0.16666666666666666,-0.16666666666666666,Negative
924,"Called the Barrington office for  -- they report he is impotent to assist on vaccine questions, bec… ",0.0,0.0,Neutral
925,First Covid-19 Vaccination clinic for EL residents 75+ ✔️Thank you to everyone who helped make this possible!… ,0.3333333333333333,0.25,Positive
926,My son is 30 and has Leukaemia he has an appointment next week for his vaccine. My in laws both 75 and 72 have had… ,0.0,0.0,Neutral
927,"Day after Covid vaccine: headache, nausea, weakness, &amp; tired. I feel like everything I’m doing is in slow motion. T… ",0.5499999999999999,-0.35000000000000003,Negative
928,"The UK government should heed Hunt's words on this!!! 

Covid government BorisJohnson UK COVID19 COVID19UK… ",0.0,0.0,Neutral
929,"I don't know if this is a symptom of the COVID vaccine, but I keep having super vivid dreams. I have never had them… ",0.7083333333333333,0.22916666666666666,Positive
930,My arm hurts and I’m exhausted. These are exciting news telling me that the lil soldiers running my immune system are on it! CovidVaccine,0.75,-0.012500000000000011,Negative
931,"[German Ethics Council] advising against “individual relaxation of the rules”, pointing at lack of evidence re  tho… ",0.2,0.0,Neutral
932,U.S. Pharmacy Chain Will Not Give COVID-19 Vaccine to Customers with Severe Allergies – But Others Will… ,0.0,0.0,Neutral
933,I’m excited to share my Kickstarter campaign to create a collection of proudlyvaccinated pins to help spread… ,0.75,0.375,Positive
934,"Hypothetically if 36million Covid19 vaccines are distributed in Nigeria @ 1million per state, if you can't get one… ",0.0,0.0,Neutral
935,CovidVaccine  Complete with wintery lighting of post snowfall! ,0.4,0.125,Positive
936, Novavax outperforms. CovidVaccine,0.0,0.0,Neutral
937,"So happy and proud to get my CovidVaccine!! Thanks to the lovely Thelma, a former midwife, and all the other healt… ",0.5541666666666667,0.3958333333333333,Positive
938,Vaccines minister declines to put date on when over-50s can expect to receive CovidVaccine ,0.0,0.0,Neutral
939,I signed up to be on the list for the COVID19 vaccine &amp; you should too 👍🏻 CovidVaccine ,0.0,0.0,Neutral
940,"Big shout out to NHS for my Covid jab today. If you can get one, get one. Let’s get back to some kind of normal.… ",0.3333333333333333,0.19999999999999998,Positive
941,_lee your article on  disappoints those who understand vaccine development. Please understand the impl… ,0.0,0.0,Neutral
942,2 people I know were offered the CovidVaccine and were turned away at the hospital... in the words of what said ho… ,0.0,0.0,Neutral
943,"If you are not getting the CovidVaccine......
Tell me why.....???

I won't judge......🧐🧐
Just interested....🤔",0.0,0.0,Neutral
944,Still hopeful that by the end of tomorrow (Fri 5th) we will get confirmation from  of allocations &amp; spec… ,0.0,0.0,Neutral
945,Science is amazing! So many emotions as I got the second dose. Proud to be fully vaccinated! CovidVaccine ,0.6,0.5625,Positive
946,“What are the consequences of not just tolerating but rewarding content that undermines public trust in life-saving… ,0.5333333333333333,0.25,Positive
947,Just scheduled my COVID vaccine shots today. I will have to drive an hour from where I live to get the shot but I g… ,0.5,0.13636363636363635,Positive
948, -- Remember how literally every gutless lackey in the BBC publicly shat on the Sputnik V… ,0.06666666666666667,0.0,Neutral
949,It saddens me that Police have to resort to petitions to get remotely heard over a CovidVaccine despite being out… ,0.2,-0.1,Negative
950,Lovely people of West Lothian having their COVID vaccinations at Strathbrock Parnership Centre. Thanks to all the s… ,0.475,0.35,Positive
951,"From  - information about COVIDvaccine administration for those with allergies

",0.0,0.0,Neutral
952,Second dose of the Pfizer vaccine aquired. I am now fully vaccinated! CovidVaccine,0.0,0.0,Neutral
953,Why is it taking so long to get a shot? It’s all about the math.  COVID19 COVIDvaccine ,0.4,-0.05,Negative
954,"The U.S. has given at least 1 dose of the covidvaccine to 25.5 million people, but vaccine rates of Black and His… ",0.4166666666666667,-0.23333333333333334,Negative
955,"LeftRightCentre | “62% of the global supply of vaccines comes from India”: Navdeep Suri, Former Diplomat… ",0.0,0.0,Neutral
956,"CM  tells Congress ""our dock workers may be essential but shouldn’t be sacrificial.""… ",0.3,0.0,Neutral
957,"I was on a Zoom call today only to learn what I already know. If you're 65 and up you get a CovidVaccine. 

The… ",1.0,0.0,Neutral
958,Impressive! CovidVaccine Northumberland ,1.0,1.0,Positive
959,"was a question about the timeline for when we will see CovidVaccine available for children and teens. 
 Again, Dr.… ",0.4,0.4,Positive
960,Just called the office of  about my 76 year old mother's inability to get her 1st damn vaccine appoi… ,0.2,0.1,Positive
961,My mom is about to turn 74yrs old. She is STILL TEACHING - she’s a middle school librarian - in person on campus (w… ,0.1,0.05,Positive
962,"The Lancet: The Sputnik V CovidVaccine appears safe and effective.
(And, the cost of it is half of the Pfizer’s co… ",0.48888888888888893,0.31111111111111117,Positive
963,"Instead of building back better, EU is deepening the crisis it has been mired in for over a decade

Antonio Lettier… ",0.25,0.25,Positive
964,"Dr. Fauci just finished doing a written Q&amp;A about COVID19 and the CovidVaccine. 
 He answered LOTS of questions a… ",0.0,0.0,Neutral
965,"Aaannnnd injection 1 is done!!!
WWwwooo the NHS at work.
NHS NHSheroes CovidUK COVIDVaccination CovidVaccine… ",0.0,0.0,Neutral
966,We receive many questions regarding the   state-operated COVID19 vaccine site at University Mal… ,0.5,0.5,Positive
967,I did it finally! CovidVaccine ,1.0,0.0,Neutral
968,Hoping that  stepped down so he can step up and save the CovidVaccine roll out. It's a good time for… ,0.44444444444444453,0.2722222222222222,Positive
969,It has been a year since I saw my son and grandson because of the pandemic. Today I am one step closer to seeing th… ,0.0,0.0,Neutral
970,Lawsuits Don’t Make Vaccines… and Other Lessons from AstraZeneca’s Agreement with the EU Commission    COVIDVaccine,0.375,-0.125,Negative
971,I finally left as if I could let out a bit of breath that I didn't quite realise i was holding today when my mum se… ,0.0,0.0,Neutral
972,I cannot wait to be vaccinated. Hybrid learning is unlike anything I've ever done &amp; then to add in apprehension/str… ,0.0,0.0,Neutral
973,"If there is one thing EU citizens deserve after COVID, it is justice, especially after complete failure of its poli… ",0.5666666666666667,-0.07222222222222223,Negative
974,"First dose of vaccination all done!🙏 Being Immunosuppressed is a nightmare, especially during this vile pandemic😩b… ",0.6666666666666666,0.125,Positive
975,With my mom @ Dodger Stadium waiting for her first vaccine shot. We have been waiting for more than an hour. I am… ,0.41666666666666663,0.375,Positive
976,_TX  Thanks JOE BIDEN! Great Job!   CovidVaccine,0.475,0.625,Positive
977,"VaccinateOrDie😃 CovidVaccine WomeninMedince TheFutureIsFemale 
Here’s hoping access and distribution to vaccine… ",0.0,0.0,Neutral
978,Delighted to say that by the end of tomorrow we will have completed CovidVaccine 1st doses for 99% of the Top 4 pr… ,0.6,0.6,Positive
979,"Feeling pretty blessed

scienceoverridiculousness takeyourturn CovidVaccine ",1.0,0.25,Positive
980,Are there any potential problems with CovidVaccine from part of  ivermectin mode of action being inhibiting prote… ,0.55,0.05,Positive
981,"❌ MYTH: You can get COVID-19 from the vaccine. 

✅ FACT: The currently authorized and recommended COVID-19 vaccines… ",0.4,0.0,Neutral
982,"UK has launched a nationwide vaccination program in the country since December 8. Accordingly, people will receive… ",0.0,0.0,Neutral
983," and _tx are doing great PR around the CovidVaccine, much of it in social media ",0.4083333333333333,0.4166666666666667,Positive
984,fully vaccinated CovidVaccine trustscience ,0.0,0.0,Neutral
985," So what's the ""eff-ing"" use then of the vaccine? 

If nothing changes and you're capable of catching it a… ",0.65,0.4,Positive
986,VIDEO | Executive council of the AU call for faster vaccine acquisition  SABCNews CovidVaccine,0.0,0.0,Neutral
987,"Both my parents are getting the AstraZeneca vaccine on Monday, this is a major relief for me! CovidVaccine GetVaccinated",0.5,0.078125,Positive
988,It’s the start of possibly the longest week I’ll know  - my GP sent a text to me today saying they’ll be visiting m… ,1.0,0.0,Neutral
989,"Feeling like garbage 24 hours later, but it's well worth it. CovidVaccine Moderna ThisIsOurShot ",0.05,0.15,Positive
990,Getting my first Covid-19 vaccine shot today😊 COVID19 vaccine CovidVaccine,0.3333333333333333,0.25,Positive
991,So grateful to have had this done this evening. COVID19 covidvaccine 🦠💉 ,0.0,0.0,Neutral
992,I’ve been hearing a lot of stories about vaccine side effects. I received my second dose of the Pfizer… ,0.0,0.0,Neutral
993,"Key things we are looking for to see if the vaccine is working are nursing home numbers. There were 4,104 new cases… ",0.7272727272727273,0.06818181818181818,Positive
994,"Lardner Family Vacation

c. 1900

Unknown Lake -- the Lardner family lived in the Penryn area.

thursdayvibes… ",0.6,-0.1,Negative
995,"Dr Alex Shaw, a local GP in Essex helps to answer some key questions about the CovidVaccine - including this one… ",0.5,0.0,Neutral
996,"Dr Alex Shaw, a local GP in Essex helps to answer some key questions about the CovidVaccine, including this one⬇️… ",0.5,0.0,Neutral
997,"Dr Alex Shaw, a local GP in Essex helps to answer some key questions about the CovidVaccine, including this one⬇️… ",0.5,0.0,Neutral
998,"Dr Alex Shaw, a local GP in Essex helps to answer some key questions about the CovidVaccine, including this one⬇️… ",0.5,0.0,Neutral
999,"Dr Alex Shaw, a local GP in Essex helps to answer some key questions about the CovidVaccine, including this one⬇️… ",0.5,0.0,Neutral
1000,"To build COVIDvaccine confidence, care providers are collaborating with trusted, local messengers on social media.… ",0.03333333333333333,0.016666666666666666,Positive
1001,"Looking for more information about PPP loans, tax credits, and COVID vaccines? Download our eBook today for insight… ",0.5,0.5,Positive
1002, in Clear Lake is a well-oiled machine today inoculating Phase 1A and 1B patients like myself with th… ,0.3833333333333333,0.10000000000000002,Positive
1003,Tell me why the only 2 Magats in my entire family were the first and only ones to get the Covid vaccine 🤔😡… ,0.7395833333333333,0.0625,Positive
1004,"Dr. Victor Waters, Chief Medical Officer at St. Bernardine Medical Center, joined Fox Channel 11 News to discuss th… ",0.03333333333333333,-0.03333333333333333,Negative
1005,Thank you to all of the frontline workers at Nicklaus Children’s Hospital who have received the COVID-19 vaccine! W… ,0.0,0.0,Neutral
1006,Got my 1st CovidVaccine shot today. COVID19 America ,0.0,0.0,Neutral
1007,Well shit I just got the news I have covid so yeah that's the tweet COVID19 CovidVaccine we're your masks people… ,0.8,-0.2,Negative
1008,"Psaki: “Even After You’re Vaccinated, Social Distancing and Wearing Masks Will be Essential” (VIDEO) Democrats… ",0.18333333333333332,0.016666666666666666,Positive
1009,Happy WorldCancerDay! Let's celebrate by making cancer patients a priority for getting the CovidVaccine!… ,1.0,1.0,Positive
1010,"2021: Instead of constantly ""refreshing"" my browser every 20 seconds to get front row concert tickets, I am instead… ",1.0,0.5,Positive
1011,Ask and ye shall receive just secured some ABG (arterial blod gas) kits from Kingston  !!!… ,0.0,0.0,Neutral
1012,The discriminatory U.K. vaccination priority list has clearly enabled some socialist NHS workers to give it to thei… ,0.3833333333333333,0.10000000000000002,Positive
1013,"Wait... so what’s the point of a vaccine if you still have to wear a mask and social distance?? 
I was 100% onboard… ",0.06666666666666667,0.03333333333333333,Positive
1014,"Dear God 
Why so slow ? 
UK &amp; others in Europe are racing thru There vaccinations are in the millions 
Dont think 1… ",0.39999999999999997,-0.30000000000000004,Negative
1015,One million vaccine doses are being shipped directly to local pharmacies across the country in an effort to acceler… ,0.0,0.0,Neutral
1016,"We cannot allow COVID19Vaccination widen health inequalities even further 

The same daily conversations of mistru… ",0.20833333333333334,0.0,Neutral
1017,"Starbucks, Microsoft and Costco to Help with COVIDVaccine Rollout in Washington State? ",0.0,0.0,Neutral
1018,Just got my first dose of the CovidVaccine! Doing everything I can to not infect and kill those I love! Everyone s… ,0.4666666666666667,0.46875,Positive
1019,"VaccineFacts: You should get the COVIDvaccine, EVEN IF you’ve already had COVID19. Get the facts about the COVID… ",0.0,0.0,Neutral
1020,"I think it's about time people had a serious look at the membership of the Trilateral Commission.

They are a massi… ",0.6666666666666666,-0.3333333333333333,Negative
1021,"Breastfeeding For Doctors on Twitter: ""Breastfeeding women CAN have the Covid vaccine. To make an informed choice r… ",0.0,0.0,Neutral
1022,I have an 83 year old mother and an 80 something family friend who I'm trying to help get vaccinated. ZERO LUCK SO… ,0.2,0.1,Positive
1023,"🚨🚨BRONX RESIDENTS 🚨🚨

Get yourselves vaccinated at !! Details:

Bronx COVIDVaccine BX ",0.0,0.0,Neutral
1024,Lack of Equity in COVIDvaccine rollout is a HealthCareInjustice that our TaxDollars support. This is no coincid… ,0.0,0.0,Neutral
1025,"For the first 12,928,749 doses of COVIDvaccine given:

🔹White: 60%
🔹Hispanic: 11%
🔹Black: 5%
🔹 White 👩🏼 &gt;50yo were… ",0.16666666666666666,0.125,Positive
1026,"Shoutout to Alicia and Connie, staff members at Options, for getting their vaccines yesterday! One more step to hop… ",0.5,0.5,Positive
1027,I got my COVID vaccine today ☺️ CovidVaccine,0.0,0.0,Neutral
1028,Got that 1st dose of Miss Pfizer girl.. 😌 CovidVaccine ,0.0,0.0,Neutral
1029,This is the right time to think about vaccination! COVID19 CovidVaccine 50Somaliinfluentials 👇🏽👇🏽👇🏽 ,0.5357142857142857,0.3571428571428571,Positive
1030,The U.K. priority vaccinations list is enabling queue jumping on a scary scale seen in communist regimes. It also b… ,1.0,-0.5,Negative
1031,MCS Convenor showing support for CovidVaccine ,0.0,0.0,Neutral
1032,I actually know somebody that has had the CovidVaccine jab. (Not Jag) Plus two other people in wider family connec… ,0.2375,-0.0625,Negative
1033,"You cannot catch coronavirus from the CovidVaccine.

There’s a lot of misinformation out there, so make sure you’r… ",0.8888888888888888,0.5,Positive
1034,No recorded cases? That is definitely not the case. But good that the vaccine is making it over there.… ,0.55,0.35,Positive
1035,        Excelle… ,0.0,0.0,Neutral
1036,"This is an exploitation of the discriminatory vaccination priority list. Meanwhile, private healthcare patients who… ",0.375,0.0,Neutral
1037,So thankful a little over half my family have been vaccinated so far! CovidVaccine no major side effects reported!,0.5416666666666666,-0.06705729166666666,Negative
1038,Both mums (mum &amp; mother in law)have had their first Covid vaccination. Alhamdollilah. They had the Pfizer vaccine.… ,0.3333333333333333,0.25,Positive
1039,WhooHoo 😍🍞🎉🎊🎈Second Pfizer shot is in my arm COVID19 CovidVaccine GetVaccinated,0.0,0.0,Neutral
1040,"This has to be the coolest vaccination photos I have seen yet, one of my Kennedy cousins CovidVaccine COVID19… ",0.0,0.0,Neutral
1041,This is TERRIBLE messaging!  We will be able to stop wearing masks and social distancing once enough people get… ,0.5479166666666666,-0.11666666666666667,Negative
1042,Sitting with my 76 year old Mom and Dad waiting for them to get their Covid shot. Never been so conflicted on wethe… ,0.2,0.1,Positive
1043,"Random/irrational thought: My worst fear is that the COVID vaccine does more harm, and we’ll be left without any me… ",0.5,-0.16666666666666666,Negative
1044,"NHS Volunteers making a HUGE difference to our CovidVaccine clinics 

Thank you!
Teamwork ",0.9,0.5000000000000001,Positive
1045,Why do the parties in our government spend so much effort looking for ways to point out problems each other have ca… ,0.2875,0.037500000000000006,Positive
1046,"It’s a good day for a vaccine...

Science 
CovidVaccine 
VaccinesSaveLives 
VaccinesWork 

 ",0.6000000000000001,0.7,Positive
1047,"Made a meme to express my experiences with the Pfizer Covid vaccine so far 😂😩

CovidVaccine COVID19 coronavirus… ",1.0,0.1,Positive
1048,"We may need to wear masks every winter due to COVID variants emerging — Christopher Murray, MD Institute for Health… ",0.375,-0.125,Negative
1049,I'm anxious on having CovidVaccine but I can't stand the swab test &amp; having anything shoved up my nose. I would pr… ,1.0,-0.25,Negative
1050,People with past history of the raredisease atypical HUS &amp; genetic predisposition for aHUS to recur are beginning… ,0.225,-0.125,Negative
1051,"The world should note.
While we were busy in saving the humanity , producing and donating CovidVaccine to the worl… ",0.3,0.1,Positive
1052,"In this  segment Council member &amp; candidate for Bronx Borough President , joins us t… ",0.0,0.0,Neutral
1053,"Thank you  Science, Scientists,   Healthcare providers and especially Hero volunteers in clinical trials 🙏🏿… ",1.0,0.0,Neutral
1054,"It’s time for health care professionals to tap into their networks of retired physicians, providers who have moved… ",0.0,0.0,Neutral
1055, What about the Business leaders that are out helping the businesses that are fighting to stay open due… ,0.5,0.0,Neutral
1056,"Russia's second vaccine '100% effective', watchdog tells media  covid19 CovidVaccine theunionmoujik russia",0.4,0.3,Positive
1057,"Starting with those who need it most, the Covid-19 Vaccine will be available for free on the NHS CovidVaccine CWPT ",0.45,0.325,Positive
1058,"Starting with those who need it most, the Covid-19 Vaccine will be available for free on the NHS CovidVaccine… ",0.45,0.325,Positive
1059,'I'm so happy to get the vaccine. I'm looking forward to being able to spend time with my 96 year old father soon'.… ,0.6083333333333333,0.46666666666666673,Positive
1060,"Dual language videos giving key NHS messages about the CovidVaccine, created for the  project in p… ",1.0,0.0,Neutral
1061,"Registered Nurse Louie, who is proud of his Asian origin, didn't stop to hesitate when offered the CovidVaccine 💉… ",0.5,0.4,Positive
1062,"Dual language videos giving key NHS messages about the CovidVaccine, created for the  project in p… ",1.0,0.0,Neutral
1063,"“Vaccine News Gives Hope for Spring, If Enough People Get the Shots” - via  - 
--… ",0.5,0.0,Neutral
1064,"Dual language videos giving key NHS messages about the CovidVaccine, created for the  project in p… ",1.0,0.0,Neutral
1065,"Women's Wool Bathing Suit

c. 1925

thursdayvibes 
COVID19 
CovidVaccine ",0.0,0.0,Neutral
1066,"The Iran-Cuba co-produced  CovidVaccine technology platform uses the same production method as Quimi-Hib®, the con… ",0.125,0.0,Neutral
1067,Great thread . 'Undocumented' takes on a very real meaning. Not being able to 'prove who you claim to be… ,0.5883333333333334,0.52,Positive
1068,Check the OpenVAERS website to know more about the CovidVaccine Adverse Reactions reported so far:… ,0.5,0.5,Positive
1069,What is being done to serve more rural areas? How will you reach older populations who cannot get to far out clinic… ,0.4583333333333333,0.19166666666666665,Positive
1070,My amazing ReturnToPractice matron  from  working hard … ,0.7208333333333333,0.1541666666666667,Positive
1071,Day 6 post CovidVaccine 2nd Dose: Technically it's been one week (name that song) since injection and all I got wa… ,0.05,0.0,Neutral
1072,"Looky-Look who’s on the front page of PrivateEye this week❓
It’s the useless  , “president” of… ",0.2,-0.5,Negative
1073,"Deleted my previous tweet due to wording error from OSDH. 
 Wonderful news Oklahoma CovidVaccine efforts! 👏🏼👏🏼 ",0.5138888888888888,0.23611111111111113,Positive
1074," The reasons to get the vaccine would be immunity, to shed the masks, not be a carrier, hug my family &amp;… ",0.0,0.0,Neutral
1075,🤬 vaccine availability accessibility! been trying for days to get my mom (65+) an appt in  and/or with… ,0.0,0.0,Neutral
1076,"Thoughtful presentation on CovidVaccine, hesitancy, equity and access by  ",0.5,0.4,Positive
1077,Vaccinated almost 100 patients this morning in clinic . We have a fab team! Patients are so upbeat and… ,0.0,0.0,Neutral
1078,"Hanging out post dose 2 of the Moderna CovidVaccine in my socially distant chair, bopping along to the DMX played… ",0.35,-0.1,Negative
1079,Today I got my second dose of the Moderna vaccine. Now time for me to volunteer to help others get vaccinated.… ,0.0,0.0,Neutral
1080,"Phase 3 Trial Results Grant New Validity to Controversial Sputnik V Vaccine

COVID19 CovidVaccine SputnikV… ",0.7022727272727273,0.3431818181818182,Positive
1081,"_Starmer Have you heard of Infection Prevention Control measures? SirKeir

You know how NZ, China, Aus, Singa… ",0.0,0.0,Neutral
1082,Britain is on track to deliver a first dose to everyone by the end of June. But vulnerable groups accounting for th… ,0.41666666666666663,-0.125,Negative
1083,Some great questions from the audience of around 300 on our live Q&amp;A on COVID19 CovidVaccine … ,0.625,0.4681818181818182,Positive
1084,Skepticism about the CovidVaccine is not limited to conspiracy theorists. In  I call for transparency and a… ,0.14285714285714285,0.03571428571428571,Positive
1085,"CovidVaccine 
Even at the Covid vaccination hubs, it is good to talk.
If you are needle phobic, and many people ar… ",0.55,0.6,Positive
1086,"Well, it happened.  IGotVaccinated this morning - so grateful for all the healthcareheros, pharmacists and scient… ",0.0,0.0,Neutral
1087,"Our CovidVaccine series in Arabic 
Thanks    &amp;   !… ",0.2,0.25,Positive
1088,"COVID19🦠 
CovidVaccine💉 

The rich are using connections and money to get COVID-19 vaccines ",0.75,0.375,Positive
1089,tweeps - there are hundreds of openings for the CovidVaccine  rn at  ⚾️💉I just scored a vaccine for my… ,0.0,0.0,Neutral
1090,So proud of my physician colleagues . Every single pedsEM doc received their CovidVaccine. This  team in… ,0.6071428571428571,0.3642857142857143,Positive
1091,First dose complete ✔️ Vaccination CovidVaccine keepingsafe NHS ,0.3666666666666667,0.175,Positive
1092,"I had my first COVID-19 jab today at 14:10 and it was the Oxford-AstraZeneca.

I think that it is important that ev… ",0.6666666666666666,0.325,Positive
1093,I want to take back some of my vaccine rollout criticism. Pfizer-BioNTech could have 90% efficacy three weeks after… ,0.0,0.0,Neutral
1094,"(30 hours post moderna CovidVaccine cont.) There is also quite a bit of soreness around the injection site, and m… ",0.0,0.0,Neutral
1095,One step closer 💜 CovidVaccine PfizerBioNtech ,0.0,0.0,Neutral
1096,Hospital Medicine faculty have been volunteering with the _Med Mobile Vaccine Unit to vaccinate our community me… ,0.0,0.0,Neutral
1097, some recorded experiences after receiving the covidvaccine vaccine vaccineinjury… ,0.0,0.0,Neutral
1098,"PSAKI: ""Even after you’re vaccinated, social distancing and wearing masks will be essential.""

So why are we doing… ",0.18333333333333332,0.016666666666666666,Positive
1099,"Just had a good talk with my mom about CovidVaccine hesitancy. 
She was ""asking for a friend*"" (obviously) 😏
She n… ",0.55,0.35,Positive
1100,"Sorry Long Island, its only for folks who live in the Bronx   CovidVaccine Yankees",0.725,-0.10340909090909092,Negative
1101,"This seems to be a key element to distribution, do we have any similar repos in the US? “Every citizen or permanent… ",0.7,0.0,Neutral
1102,"“New Campaign Fights Vaccine Disinformation” - via  - 
--
COVID19 covidvaccine… ",0.45454545454545453,0.13636363636363635,Positive
1103,"How it started: 3.6% unemployment rate in Jan. 2020.  
How it’s going: 6.7% unemployment rate in Jan. 2021.  
We ne… ",0.0,0.0,Neutral
1104,Very emotional today speaking to some of the older community coming onto campus today for their vaccine and how mu… ,0.5891666666666667,0.08333333333333333,Positive
1105,"""This is one shot I won't block."" CovidVaccine ",0.0,0.0,Neutral
1106,"Video: “Paul Offit, MD, Talks New Vaccines &amp; When Kids Will Be Vaccinated” - via  -… ",0.45454545454545453,0.13636363636363635,Positive
1107,Just one more scam email about covidvaccine. They look realistic so please do not fall foul. The NHS will NEVER as… ,0.41666666666666663,0.3333333333333333,Positive
1108,I am now at 30 hours after my 2nd moderna modernavaccine covidvaccine. I slept most of the last 10 hours or so I… ,0.18888888888888888,0.16666666666666666,Positive
1109,"In Vaccine Race, Middle Income Nations Are At A Disadvantage. Just Ask Peru. CovidVaccine Peru 
",0.0,0.0,Neutral
1110,"With many not comfortable getting vaccinated, brands shouldn’t expect a rush back to stores … ",0.43333333333333335,0.09999999999999999,Positive
1111," I’m doing my part 😷

WearAMask     SocialDistancing    CovidVaccine 

450,797 HAVE DIED FROM COVID-19 IN THE USA 💔",0.0,0.0,Neutral
1112,Seriously.  What is up with nurses saying they won’t get the Covid vaccine?  I have heard several in the last few w… ,0.20833333333333331,-0.13333333333333333,Negative
1113,The best part of getting my 2nd CovidVaccine today was for sure seeing all of the older adults SO excited to get their 1st! ☺️❤️,0.45444444444444443,0.42708333333333337,Positive
1114,NH To Abandon Federal Vaccine Scheduling System and Create Its Own govtech NHPolitics COVID… ,1.0,0.6,Positive
1115,Congrats to our friends and partners at   _Ministers  … ,0.0,0.0,Neutral
1116,"Over 300 first dose vaccinations given by the team this week, fantastic commitment to the cause by all our staff💪🏼W… ",0.6166666666666667,0.325,Positive
1117,"Do you think we will get our traditional school sports day during the summer term?🤞🏽☀️🏅
Sport PE SportsDay… ",0.75,0.0,Neutral
1118,"Fully vaccinated against covid! 🙏🏻❤️CovidVaccine and yes, the second one hurts the most. My head is killing me.… ",0.25,0.25,Positive
1119,"Why are teachers not valued in Texas? They are essential. vaccine education
CovidVaccine COVIDー19 txlege 
",0.3,0.0,Neutral
1120,"My Neighbour well She’s 84 not been out for a year an we been doing all Her shopping had Her ‘jab’ last week,come r… ",0.06666666666666667,0.0,Neutral
1121,"“Third Vaccine on the Way, Fauci Hails 'Spectacular Results'” - via  - 
--
COVID19… ",0.45,0.3,Positive
1122,"Asst. Secy Michele Roberts: This week's COVIDVaccine allocations:
- 19% community health centers
- 23% hospitals
-… ",0.0,0.0,Neutral
1123,EarlyChildhood educators continue to share they are encountering obstacles when registering for DC  CovidVaccine… ,0.0,-0.05,Negative
1124,"Weston Pride  
Give TeamG more CovidVaccine and watch us smash this number PCNpower… ",0.5,0.5,Positive
1125,This may be the first COVID headline I've read that actually made me happy. COVIDー19 CovidVaccine ,0.4777777777777778,0.35000000000000003,Positive
1126,When will you get the COVID-19 vaccine? CovidVaccine   via ,0.0,0.0,Neutral
1127,"Dear Hon. Prof ,
It's great to hear that the gvt has 'SET ASIDE' funds for CovidVaccine. 

Where is th… ",0.75,0.8,Positive
1128,Got my second covid vaccine dose today! CovidVaccine ,0.0,0.0,Neutral
1129,Good plan CovidVaccine Michigan ,0.6000000000000001,0.7,Positive
1130,"Married over 50yrs. He,  turned Regional Dir for Health and Social Svcs Wisconsin and she a private practi… ",0.23055555555555554,0.09444444444444444,Positive
1131,"I was too sick last night to continue updates, but what I experienced 11-20(ish?) hours after receiving the 2nd… ",0.6079365079365079,0.02857142857142858,Positive
1132,"Huge respect and thanks to the whole team in Rugby! Well done! 👏👏👏💉👏👏👏 CovidVaccine
COVID   ",0.5,0.3041666666666667,Positive
1133,"Second covid vaccine-1
Me- 0
CovidVaccine",0.0,0.0,Neutral
1134,"$DVAX 1 last comment for now (unless there is more news)...

...most negative point I found in my DD is that CpG 10… ",0.32222222222222224,0.06666666666666667,Positive
1135,"How about an Airbnb gift card with your high-priority COVID-19 vaccine?
Or a home security system? A new bicycle? O… ",0.45454545454545453,0.13636363636363635,Positive
1136,"Great article! 49% of Jan calls from people with ME MECFS to  Crisis, Support &amp; Advocacy Service were… ",0.75,1.0,Positive
1137,"Is anyone actually NOT looking forward to normality???? retweet ty 😁
COVID CovidUK CovidVaccine Covid_19  lockdownuk",0.1,0.0,Neutral
1138,"This is WorldCancerDay 

Please write to your MP
BloodCancer CovidVaccine 💉 ",0.0,0.0,Neutral
1139,Correction: I got my vaccine today!!! CovidVaccine ,0.0,0.0,Neutral
1140,Vaccination preregistration is open now! Collected info will allow vaccinating health care partners to contact you… ,0.5,0.0,Neutral
1141, - your vaccine strategy in Colorado is having the same effect. Why don’t you value disabled lives?… ,0.2125,-0.1,Negative
1142,Are you a breastfeeding or pregnant and interested in participating in the covid-19 research and studies? We've… ,0.5,0.29166666666666663,Positive
1143,Day 1 following 2nd dose of _tx vaccine finds me feeling a little achy. Still no fever and no headache but… ,0.19999999999999998,-0.0625,Negative
1144,No time to put down your guard; CDC adjusts some COVID19 vaccination guidelines.  … ,0.2888888888888889,-0.15555555555555559,Negative
1145, When will PA send more vaccines to sites? Nobody has them so no appointments are available. They'r… ,0.45,0.45,Positive
1146,"The _TEL COVID-19 Vaccination programme consists of a core knowledge session, the COVID-19 mRNA Vaccine BNT162b… ",0.0,0.0,Neutral
1147,2021 predictions: New commercial products and clinical trial challenges as the pandemic continues. Cryoport Systems… ,0.22727272727272727,0.06818181818181818,Positive
1148,"Next Thursday, our CEO  will discuss how strong marketing can convince the public of the safety of the… ",0.26666666666666666,0.14444444444444443,Positive
1149,An exclusive interview with the chief exec of  in tomorrow's  following controversy over the… ,0.1,0.0,Neutral
